Timestamp,NGTL-Field Receipts,Groundbirch East Receipt,Gordondale Receipt,Total Receipts,Intraprovincial Demand,Empress Border Flow,Mcneil Border Flow,Alberta-BC Border Flow,Willow Valley Interconnect,Total Deliveries,Current Linepack,Linepack 4Hr Roc,Net Storage Flow,Flow Differential,Linepack Target
2026-08-25 06:29:45,14117,0,347,14466,5143,4111,727,1896,350,14286,20755,-428,-1435,180,20659
2026-08-25 07:00:51,14080,0,348,14428,5146,4108,732,1894,379,14331,20738,-476,-1436,97,20659
2026-08-25 07:29:49,14146,0,347,14494,5140,3952,728,1885,390,14170,20725,-500,-1439,324,20659
2026-08-25 08:00:51,14029,0,356,14385,5106,4046,720,1879,362,13973,20710,-513,-1205,413,20659
2026-08-25 08:29:46,14030,0,355,14386,5299,4054,715,1875,320,14111,20694,-565,-1199,275,20659
2026-08-25 09:00:47,13806,0,355,14161,4962,4065,707,1872,449,14050,20678,-624,-1195,111,20659
2026-08-25 09:29:43,13493,0,356,13849,5193,4072,698,1878,388,13853,20662,-664,-1156,-4,20659
2026-08-25 10:00:47,13378,0,310,13688,5095,4079,696,1872,472,13962,20636,-754,-1166,-274,20659
2026-08-25 10:29:57,13346,0,311,13657,4943,4070,694,1873,424,14027,20607,-884,-1148,-370,20659
2026-08-25 11:00:58,13412,0,311,13723,5056,4058,695,1874,469,13773,20582,-939,-971,-49,20659
2026-08-25 11:29:55,13446,337,310,14094,4994,4083,701,1877,493,13907,20559,-1000,-1022,187,20659
2026-08-25 12:00:54,13060,8,311,13707,4917,4069,700,1872,605,13949,20537,-1040,-1039,-242,20659
2026-08-25 12:29:42,13432,0,309,13741,5042,4036,717,1871,479,13875,20518,-1059,-1036,-134,20659
2026-08-25 13:00:52,13385,335,310,14030,5055,3624,720,1870,490,13435,20503,-1053,-1039,596,20659
2026-08-25 13:29:42,13291,0,310,13600,5040,3977,721,1865,477,13792,20488,-1041,-1030,-192,20659
2026-08-25 14:00:48,13354,0,310,13664,5034,3993,734,1864,481,13635,20474,-971,-852,29,20659
2026-08-25 14:29:44,13222,0,308,13530,5025,3991,730,1861,482,13629,20452,-936,-865,-99,20659
2026-08-25 15:00:49,13182,0,308,13490,5014,4059,732,1860,485,13654,20443,-833,-861,-164,20659
2026-08-25 15:29:41,13311,0,310,13620,4983,4043,735,1857,489,13603,20435,-735,-816,17,20659
2026-08-25 16:00:47,13230,0,309,13540,5016,4064,734,1854,437,13631,20422,-686,-820,-91,20659
2026-08-25 16:29:43,13388,0,310,13698,5024,4048,735,1869,526,13711,20391,-761,-809,-13,20659
2026-08-25 17:01:02,13341,0,308,13649,5068,4049,735,1857,479,13658,20365,-829,-813,-9,20659
2026-08-25 17:29:44,13416,0,304,13720,5058,4038,736,1868,487,13667,20345,-863,-813,53,20659
2026-08-25 18:00:53,13565,1,304,13869,5158,4116,735,1870,451,13716,20328,-877,-812,153,20659
2026-08-25 18:29:44,13569,0,305,13874,5068,4054,750,1876,487,13711,20320,-788,-809,163,20659
2026-08-25 19:00:50,13598,0,305,13903,5104,4038,756,1877,486,13738,20310,-797,-818,165,20659
2026-08-25 19:29:43,13606,0,315,13921,5114,4079,761,1881,492,13811,20334,-602,-817,110,20659
2026-08-25 20:00:58,13586,0,315,13901,5050,4126,762,1886,449,13895,20346,-458,-814,6,20659
2026-08-25 20:29:45,13592,0,315,13907,5139,4124,765,1902,486,13820,20339,-313,-815,87,20659
2026-08-25 21:00:47,13664,0,315,13979,5066,4137,772,1924,489,13852,20333,-182,-826,127,20659
2026-08-25 21:29:50,13692,0,325,14017,5093,4148,777,1892,502,13816,20328,-100,-823,202,20659
2026-08-25 22:00:55,13729,0,342,14071,5030,4158,778,1899,489,13799,20328,4,-823,272,20659
2026-08-25 22:29:43,13820,0,352,14172,5044,4157,784,1836,486,13732,20325,27,-824,440,20659
2026-08-25 23:00:50,13915,0,351,14266,5055,4166,788,1855,498,13742,20323,78,-825,525,20659
2026-08-25 23:29:41,13971,0,352,14322,4998,4172,796,1862,489,13743,20322,-76,-825,579,20659
2026-08-26 00:00:46,13890,0,369,14261,5036,4182,803,1866,491,13783,20322,-147,-825,478,20659
2026-08-26 00:29:42,13902,0,365,14266,4986,4172,805,1865,456,13722,20330,-52,-824,544,20659
2026-08-26 01:00:49,13910,0,365,14275,4928,4170,805,1870,538,13794,20331,-9,-822,482,20659
2026-08-26 01:29:42,14022,0,365,14387,4933,4190,807,1870,494,13729,20332,24,-826,658,20659
2026-08-26 02:00:46,13982,0,365,14347,4998,4196,808,1871,491,13780,20337,52,-827,567,20659
2026-08-26 02:29:42,13972,0,365,14337,4942,4209,809,1872,491,13748,20345,124,-821,589,20659
2026-08-26 03:00:45,13973,0,360,14335,4952,4214,807,1867,492,13776,20355,191,-836,559,20659
2026-08-26 03:29:42,13967,0,361,14328,4950,4209,811,1869,492,13748,20362,243,-834,581,20659
2026-08-26 04:00:47,13997,0,361,14358,4920,4243,810,1868,488,13754,20362,241,-837,604,20659
2026-08-26 04:29:42,13940,0,362,14303,4954,4263,793,1867,491,13826,20376,274,-835,477,20659
2026-08-26 05:01:06,13881,0,362,14244,4901,4262,793,1866,492,13761,20380,288,-836,483,20659
2026-08-26 05:29:42,13886,0,361,14248,4939,4274,794,1857,492,13802,20383,302,-830,446,20659
2026-08-26 06:00:49,13918,0,362,14281,4887,4265,794,1854,494,13752,20385,289,-834,528,20659
2026-08-26 06:29:46,13946,0,361,14308,4896,4258,792,1858,456,13701,20386,242,-831,607,20659
2026-08-26 07:00:50,13929,0,361,14292,4949,4235,791,1853,494,13779,20388,197,-836,513,20659
2026-08-26 07:29:45,13829,0,361,14191,5031,4193,792,1861,491,13763,20385,136,-829,428,20659
2026-08-26 08:00:52,13793,0,362,14155,4931,4161,780,1860,490,13655,20381,113,-832,500,20659
2026-08-26 08:29:42,13855,0,362,14217,4968,4134,776,1853,489,13638,20374,-15,-831,579,20659
2026-08-26 09:00:48,13830,0,361,14192,4825,4117,765,1853,491,13492,20368,-67,-833,700,20659
2026-08-26 09:29:42,13746,0,343,14089,4836,4065,759,1859,456,13449,20362,-121,-832,640,20659
2026-08-26 10:00:52,13688,0,314,14005,4812,4070,756,1857,452,13353,20363,-134,-754,652,20659
2026-08-26 10:29:46,13471,1,325,13797,4831,4055,752,1883,445,13404,20359,-157,-755,393,20659
2026-08-26 11:00:46,13509,0,325,13834,4830,4020,748,1870,421,13263,20359,-173,-751,571,20659
2026-08-26 11:29:41,13790,0,326,14371,4832,4056,745,1871,452,13275,20357,-170,-436,1096,20659
2026-08-26 12:00:56,13808,0,325,14388,4832,4050,745,1864,458,13276,20353,-166,-435,1111,20659
2026-08-26 12:29:41,13746,0,311,14310,4789,4037,745,1860,449,13203,20361,-77,-444,1106,20659
2026-08-26 13:00:49,13655,0,311,14216,4810,4024,760,1859,451,13188,20365,-18,-443,1028,20659
2026-08-26 13:29:41,13641,0,305,14199,4743,4010,774,1851,453,13162,20366,21,-446,1037,20659
2026-08-26 14:00:44,13561,0,306,14119,4719,3953,782,1849,457,13072,20378,92,-437,1047,20659
2026-08-26 14:29:43,13591,0,301,14148,4814,3988,785,1846,455,13243,20381,127,-437,905,20659
2026-08-26 15:00:45,13642,0,300,14155,4794,4004,789,1837,452,13170,20388,178,-468,984,20659
2026-08-26 15:29:41,13326,0,287,13902,4785,3976,784,1838,456,12808,20396,236,-50,1094,20659
2026-08-26 16:00:49,13423,0,290,13965,4790,3962,786,1842,455,12831,20397,262,-102,1134,20659
2026-08-26 16:29:41,13275,0,290,13808,4774,3981,785,1835,457,12754,20401,242,-100,1054,20659
2026-08-26 17:00:45,13215,0,290,13720,4831,3945,785,1843,453,12761,20402,220,-129,959,20659
2026-08-26 17:29:41,13289,0,290,13793,4790,3924,788,1842,457,12725,20408,250,-130,1067,20659
2026-08-26 18:00:48,13219,0,290,13721,4854,3937,790,1838,454,12760,20417,230,-131,961,20659
2026-08-26 18:29:42,13309,0,295,13826,4860,3915,793,1832,463,12799,20419,230,-120,1027,20659
2026-08-26 19:00:47,13340,0,303,13865,4870,3969,794,1844,457,12850,20423,209,-119,1015,20659
2026-08-26 19:29:43,13469,0,314,13985,4883,4053,802,1838,458,13084,20436,240,-268,901,20659
2026-08-26 20:00:53,13485,0,321,14019,4836,4138,816,1832,457,12998,20445,290,-129,1020,20659
2026-08-26 20:29:42,13616,0,322,14150,4870,4048,824,1833,457,13356,20450,290,-507,794,20659
2026-08-26 21:00:48,13741,0,322,14276,4895,4086,830,1837,457,13291,20456,322,-493,985,20659
2026-08-26 21:29:43,13792,0,342,14346,4843,4097,825,1838,457,13360,20462,324,-493,985,20659
2026-08-26 22:00:46,13882,0,350,14445,4779,4098,836,1841,456,13277,20471,327,-488,1168,20659
2026-08-26 22:29:41,13949,0,350,14513,4818,4156,839,1842,458,13524,20482,380,-485,988,20659
2026-08-26 23:00:49,13854,0,351,14417,4802,4129,841,1842,455,13457,20494,426,-493,960,20659
2026-08-26 23:29:42,13946,0,351,14509,4828,4143,843,1844,451,13497,20503,405,-496,1012,20659
2026-08-27 00:00:45,13962,0,351,14523,4817,4162,846,1862,456,13502,20514,416,-500,1021,20659
2026-08-27 00:29:43,13960,0,359,14530,4812,4154,847,1862,455,13510,20528,468,-499,1019,20659
2026-08-27 01:00:49,14018,0,356,14586,4861,4146,847,1859,452,13535,20543,525,-512,1051,20659
2026-08-27 01:29:42,14005,0,356,14569,4811,4143,850,1865,454,13518,20555,562,-514,1051,20659
2026-08-27 02:00:44,14040,0,360,14610,4838,4152,852,1865,452,13545,20571,598,-514,1064,20659
2026-08-27 02:29:44,13990,0,364,14565,4839,4161,849,1865,466,13516,20587,630,-513,1049,20659
2026-08-27 03:00:47,14003,0,377,14590,4823,4170,842,1872,453,13479,20606,673,-512,1111,20659
2026-08-27 03:29:44,14053,0,377,14638,4823,4116,832,1875,452,13379,20622,709,-516,1259,20659
2026-08-27 04:00:46,14038,0,378,14623,4843,4138,841,1874,457,13477,20638,738,-518,1146,20659
2026-08-27 04:29:42,14019,0,379,14604,4827,4146,845,1878,453,13541,20652,744,-517,1064,20659
2026-08-27 05:00:50,14035,0,377,14620,4865,4140,846,1878,457,13506,20663,722,-515,1113,20659
2026-08-27 05:29:42,14047,0,377,14635,4765,4137,847,1878,476,13516,20678,737,-522,1119,20659
2026-08-27 06:00:46,14022,0,377,14604,4919,4128,862,1883,442,13487,20692,725,-524,1117,20659
2026-08-27 06:29:42,13997,0,363,14563,4921,4066,847,1874,434,13390,20705,706,-524,1173,20659
2026-08-27 07:00:56,13923,0,319,14450,4923,4114,844,1884,498,13410,20718,666,-524,1040,20659
2026-08-27 07:29:44,13910,0,320,14442,4851,4109,856,1896,445,13488,20726,627,-518,955,20659
2026-08-27 08:00:54,13831,0,319,14363,5000,4119,859,1889,408,13383,20730,556,-512,980,20659
2026-08-27 08:29:42,13871,0,330,14411,4817,4100,859,1887,500,13477,20730,470,-511,934,20659
2026-08-27 09:00:50,13836,0,334,14408,4798,4093,849,1889,457,13311,20726,376,-407,1097,20659
2026-08-27 09:29:42,13548,0,334,13940,4881,4044,850,1881,457,13358,20728,296,-587,582,20659
2026-08-27 10:00:50,13430,0,340,13810,4892,4042,842,1946,452,13406,20726,206,-606,404,20659
2026-08-27 10:29:43,13440,0,339,13778,4915,4010,840,1919,458,13387,20718,78,-675,392,20659
2026-08-27 11:00:47,13433,0,339,13772,4966,4009,838,1901,426,13352,20712,-30,-744,419,20659
2026-08-27 11:29:43,13475,0,346,13822,4998,3985,834,1890,452,13485,20705,-121,-746,337,20659
2026-08-27 12:00:49,13621,0,338,13959,4863,3945,837,1876,511,13378,20700,-179,-744,581,20659
2026-08-27 12:29:43,13571,0,337,13908,4923,3924,831,1869,507,13437,20694,-214,-807,471,20659
2026-08-27 13:00:45,13564,0,320,13884,4844,3901,832,1860,511,13384,20688,-225,-854,500,20659
2026-08-27 13:29:45,13578,0,315,13894,4841,3816,836,1867,477,13263,20700,-163,-850,631,20659
2026-08-27 14:00:49,13541,0,314,13855,4930,3783,836,1864,475,13405,20711,-90,-848,450,20659
2026-08-27 14:29:42,13577,0,315,13892,4906,3764,839,1862,469,13348,20732,84,-858,544,20659
2026-08-27 15:00:47,13623,0,319,13942,4821,3762,831,1866,466,12975,20734,131,-610,967,20659
2026-08-27 15:29:41,13695,0,319,14050,4910,3833,834,1863,462,13029,20741,214,-470,1022,20659
2026-08-27 16:00:47,13719,0,320,14075,4891,3849,836,1867,459,13034,20750,301,-473,1041,20659
2026-08-27 16:29:42,13789,0,320,14144,4881,3861,842,1868,462,13037,20764,422,-465,1107,20659
2026-08-27 17:00:47,13843,0,319,14198,4901,3892,844,1869,466,13108,20776,523,-466,1090,20659
2026-08-27 17:29:43,13854,0,319,14208,4850,3903,846,1879,514,13145,20777,467,-473,1063,20659
2026-08-27 18:00:51,13963,0,319,14317,4828,4132,842,1884,516,13356,20784,440,-484,961,20659
2026-08-27 18:29:45,14051,0,318,14406,4821,4127,845,1893,516,13314,20801,416,-497,1092,20659
2026-08-27 19:00:49,13809,0,319,14164,4818,3570,874,1905,507,12765,20822,529,-493,1400,20659
2026-08-27 19:29:46,13814,0,320,14134,4846,3660,877,1909,503,13291,20852,670,-914,843,20659
2026-08-27 20:00:55,13654,0,319,13973,4895,3696,875,1916,514,13449,20867,700,-960,524,20659
2026-08-27 20:29:42,13456,0,320,13776,4955,3794,878,1928,506,13608,20880,694,-974,168,20659
2026-08-27 21:00:48,13530,0,326,13855,4966,3745,878,1976,508,13621,20880,626,-952,234,20659
2026-08-27 21:29:52,13701,0,329,14030,4923,3801,870,2010,511,13655,20884,639,-946,374,20659
2026-08-27 22:01:01,13755,0,338,14093,4897,4394,854,2029,512,14222,20894,656,-944,-130,20659
2026-08-27 22:29:44,13777,0,338,14115,4873,4357,854,2042,512,14165,20886,508,-937,-50,20659
2026-08-27 23:00:44,13974,0,338,14312,4855,4360,860,2055,510,14156,20876,321,-939,156,20659
2026-08-27 23:29:41,13957,0,342,14299,4855,4367,862,2070,510,14197,20869,99,-942,102,20659
2026-08-28 00:00:44,13952,0,347,14298,4842,4355,856,2072,512,14190,20866,-9,-947,109,20659
2026-08-28 00:29:42,13908,0,346,14254,4823,4323,852,2089,513,14158,20868,-75,-962,96,20659
2026-08-28 01:00:49,13834,0,346,14180,4851,4292,851,2096,513,14115,20852,-168,-950,65,20659
2026-08-28 01:29:42,13861,0,346,14207,4862,4299,840,2383,514,14548,20859,-148,-961,-340,20659
2026-08-28 02:00:48,13922,0,346,14269,4854,4287,823,2366,519,14488,20862,-192,-957,-219,20659
2026-08-28 02:29:42,13989,0,347,14336,4844,4282,820,2333,521,14176,20857,-173,-698,160,20659
2026-08-28 03:00:53,13888,0,347,14235,4853,4272,827,2320,523,14189,20860,-96,-701,46,20659
2026-08-28 03:29:42,14013,0,346,14359,4829,4294,827,2320,523,14164,20862,-42,-701,195,20659
2026-08-28 04:00:53,13790,0,346,14136,4858,4271,824,2312,524,14167,20864,-13,-696,-31,20659
2026-08-28 04:29:44,13839,0,346,14185,4892,4291,827,2305,524,14212,20863,-28,-698,-27,20659
2026-08-28 05:00:46,13884,0,346,14230,4956,4278,832,2631,526,14529,20856,25,-939,-299,20659
2026-08-28 05:29:42,13924,0,346,14270,4896,4258,836,2308,523,14436,20849,-61,-949,-166,20659
2026-08-28 06:00:50,14023,0,346,14369,4928,4180,843,2304,524,14404,20840,-127,-945,-35,20659
2026-08-28 06:29:45,14007,4,346,14353,4914,4199,847,2317,463,14328,20834,-136,-937,25,20659
2026-08-28 07:00:50,14041,5,347,14388,4921,4211,846,2322,445,14427,20831,-171,-925,-38,20659
2026-08-28 07:29:45,14022,0,347,14369,5094,4101,850,2326,393,14352,20828,-202,-910,18,20659
2026-08-28 08:01:08,14067,0,347,14414,5018,4126,838,2467,434,14438,20821,-255,-899,-24,20659
2026-08-28 08:29:45,13928,0,347,14274,5000,4131,829,2542,435,14502,20810,-314,-891,-227,20659
2026-08-28 09:00:49,13886,0,347,14234,4993,4131,824,2567,434,14581,20788,-406,-947,-347,20659
2026-08-28 09:29:43,13735,0,348,14084,5102,4126,816,2550,464,14662,20770,-470,-946,-578,20659
2026-08-28 10:00:46,13669,3,346,14021,5204,4127,812,2544,456,14578,20746,-566,-937,-557,20659
2026-08-28 10:29:43,13641,0,347,13988,5087,4132,803,2526,480,14621,20724,-663,-939,-634,20659
2026-08-28 11:00:56,13638,0,347,13986,5088,4091,808,2520,484,14586,20693,-829,-941,-600,20659
2026-08-28 11:29:44,13804,0,347,14151,5054,4097,805,2605,484,14642,20675,-918,-936,-491,20659
2026-08-28 12:00:53,13732,0,347,14079,5185,4107,804,2574,435,14575,20655,-994,-928,-496,20659
2026-08-28 12:29:45,13794,0,347,14141,5067,4089,808,2544,476,14577,20641,-1020,-935,-436,20659
2026-08-28 13:00:46,13842,0,346,14189,5236,4080,799,2512,395,14435,20620,-1013,-920,-246,20659
2026-08-28 13:29:42,13864,0,346,14284,5068,4069,796,2500,483,15288,20606,-990,-1618,-1004,20659
2026-08-28 14:00:47,13887,0,345,14232,4897,4052,800,2430,484,14279,20596,-901,-917,-47,20659
2026-08-28 14:29:43,13825,0,346,14171,4948,4043,794,2404,481,14235,20589,-810,-913,-64,20659
2026-08-28 15:00:53,13951,0,346,14347,4932,4059,794,2384,486,14236,20578,-689,-864,111,20659
2026-08-28 15:29:43,13923,0,345,14377,4941,4119,789,2112,478,14029,20568,-644,-808,348,20659
2026-08-28 16:00:48,13979,0,344,14430,4990,4094,783,2065,479,14087,20556,-598,-890,343,20659
2026-08-28 16:29:42,13994,0,345,14443,5037,4064,787,2094,424,14112,20557,-502,-921,331,20659
2026-08-28 17:00:48,14025,0,345,14476,4964,4056,788,2534,464,14621,20554,-399,-1040,-144,20659
2026-08-28 17:29:42,14056,0,345,14507,4954,4056,789,2496,473,14552,20545,-366,-1037,-45,20659
2026-08-28 18:00:48,14079,111,345,14640,4939,4118,794,2392,360,14503,20531,-388,-982,136,20659
2026-08-28 18:29:43,14077,113,345,14637,4977,4120,792,2092,476,14230,20530,-353,-1017,406,20659
2026-08-28 19:00:53,14110,112,345,14671,4928,4113,796,1726,479,13823,20540,-233,-1021,848,20659
2026-08-28 19:29:44,14019,117,345,14585,5012,4126,783,1816,468,14016,20551,-102,-1016,569,20659
2026-08-28 20:00:58,14019,123,345,14589,5016,4109,795,1941,475,14112,20560,26,-1016,477,20659
2026-08-28 20:29:43,14069,150,343,14666,4885,4113,801,1984,465,14314,20567,57,-1017,352,20659
2026-08-28 21:00:51,13971,201,342,14618,5065,4089,800,2010,480,14242,20601,285,-1015,376,20659
2026-08-28 21:29:53,13962,243,342,14637,5032,4102,808,2028,497,14243,20578,201,-1046,394,20659
2026-08-28 22:01:00,13834,243,344,14512,5004,4099,811,2044,479,14274,20553,132,-1068,239,20659
2026-08-28 22:29:42,13954,244,344,14637,5050,4084,803,1968,479,14176,20552,131,-1038,460,20659
2026-08-28 23:00:49,14064,239,352,14747,4999,4053,805,2061,476,14175,20577,224,-1033,572,20659
2026-08-28 23:29:42,14106,244,353,14796,4983,4033,797,2202,480,14313,20590,236,-1041,483,20659
2026-08-29 00:00:47,14020,251,357,14719,5114,3982,794,2163,381,14234,20572,75,-1049,484,20659
2026-08-29 00:29:42,14029,244,357,14725,5016,3965,816,2133,492,14232,20568,9,-1057,492,20659
2026-08-29 01:00:46,14008,233,356,14700,5035,3986,826,2116,502,14230,20575,-157,-1056,470,20659
2026-08-29 01:29:43,14002,245,358,14695,5016,3973,826,2100,476,14186,20564,-83,-1063,509,20659
2026-08-29 02:00:50,14045,246,358,14739,4999,3951,831,2100,512,14227,20575,131,-1062,512,20659
2026-08-29 02:29:42,14034,246,358,14727,5009,3952,827,2094,480,14174,20599,285,-1067,553,20659
2026-08-29 03:00:47,13990,248,358,14682,4835,3948,831,2094,542,14234,20604,160,-1072,448,20659
2026-08-29 03:29:41,14039,234,358,14716,4969,3966,826,2109,454,14200,20622,197,-1071,516,20659
2026-08-29 04:00:45,14057,242,358,14742,5055,3942,825,2124,500,14246,20625,318,-1069,496,20659
2026-08-29 04:29:43,13996,242,358,14676,4955,3964,826,2118,440,14187,20637,410,-1056,489,20659
2026-08-29 05:00:46,14034,246,359,14717,5008,3959,825,2099,479,14210,20649,441,-1044,507,20659
2026-08-29 05:29:43,13968,246,358,14645,5031,3953,820,2096,477,14227,20653,526,-1086,418,20659
2026-08-29 06:00:45,13903,248,358,14580,5000,3956,821,2094,481,14167,20649,446,-1080,413,20659
2026-08-29 06:29:45,13883,246,358,14559,4983,3952,822,2087,474,14185,20653,322,-1084,374,20659
2026-08-29 07:00:51,14077,243,358,14753,4964,3960,820,2088,490,14195,20653,298,-1070,558,20659
2026-08-29 07:29:44,14532,242,358,15210,5159,3956,816,2091,366,14191,20656,202,-1085,1018,20659
2026-08-29 08:00:50,14401,251,349,15077,4988,3946,810,2103,505,14200,20671,275,-1085,877,20659
2026-08-29 08:29:44,14577,90,315,15059,4809,3943,803,2293,573,14453,20672,214,-1072,606,20659
2026-08-29 09:00:46,14451,72,316,14925,5173,3933,804,2792,394,14872,20652,20,-1030,53,20659
2026-08-29 09:29:42,13920,74,280,14275,5086,4048,790,2766,248,15098,20665,70,-1434,-823,20659
2026-08-29 10:00:47,13730,0,276,14006,5107,3996,779,2729,216,15041,20638,-67,-1498,-1035,20659
2026-08-29 10:29:48,13738,130,276,14144,5105,3982,772,2699,215,15005,20609,-263,-1514,-861,20659
2026-08-29 11:00:52,13908,129,276,14311,5066,4287,727,2544,216,15203,20580,-439,-1666,-891,20659
2026-08-29 11:29:42,14068,152,276,14496,5204,4149,706,2482,133,14951,20550,-638,-1665,-456,20659
2026-08-29 12:00:48,14161,112,275,14549,5046,4091,692,2435,219,14898,20535,-816,-1606,-350,20659
2026-08-29 12:29:42,14178,100,275,14552,4906,4076,692,2468,311,14864,20525,-884,-1618,-312,20659
2026-08-29 13:00:49,14218,109,275,14574,5168,3998,688,2656,101,14840,20516,-825,-1604,-266,20659
2026-08-29 13:29:42,14137,111,275,14523,5063,3934,689,2407,73,14557,20502,-974,-1610,-34,20659
2026-08-29 14:00:46,14209,102,274,14585,5107,3965,681,2576,77,14809,20494,-868,-1605,-224,20659
2026-08-29 14:29:41,14285,86,276,14646,5029,3926,682,2545,73,14699,20486,-741,-1610,-53,20659
2026-08-29 15:00:46,14209,77,274,14561,5083,3912,681,2546,74,14682,20481,-597,-1614,-121,20659
2026-08-29 15:29:42,14278,71,275,14624,5109,3894,680,2548,71,14686,20476,-446,-1604,-62,20659
2026-08-29 16:00:47,14322,82,275,14679,5075,3884,686,2556,72,14665,20474,-366,-1606,14,20659
2026-08-29 16:29:43,14270,129,275,14674,5068,4025,678,2555,36,14746,20474,-309,-1601,-72,20659
2026-08-29 17:00:45,14254,134,275,14672,5106,4025,666,2553,60,14784,20473,-259,-1600,-112,20659
2026-08-29 17:29:44,14222,146,275,14647,5068,4011,662,2567,60,14749,20465,-223,-1600,-102,20659
2026-08-29 18:00:53,14241,108,274,14624,5053,4006,665,2568,59,14735,20442,-306,-1597,-110,20659
2026-08-29 18:29:49,14243,56,274,14574,5077,4019,664,2550,60,14767,20454,-190,-1599,-193,20659
2026-08-29 19:00:48,14211,158,274,14643,5066,4027,667,2582,59,14756,20461,-115,-1604,-113,20659
2026-08-29 19:29:44,14195,176,274,14645,5070,4042,671,2577,60,14801,20454,-132,-1601,-155,20659
2026-08-29 20:00:52,14174,112,275,14560,5084,4039,676,2582,59,14842,20453,-129,-1603,-282,20659
2026-08-29 20:29:42,14183,72,274,14530,5115,4014,679,2566,60,14859,20450,-144,-1600,-329,20659
2026-08-29 21:00:54,14183,104,275,14581,5089,4021,680,2572,60,14831,20447,-155,-1603,-250,20659
2026-08-29 21:29:57,14305,175,278,14758,5150,4037,688,2580,59,14921,20444,-124,-1604,-163,20659
2026-08-29 22:01:19,14298,82,287,14669,5073,4013,693,2583,60,14821,20441,-7,-1603,-152,20659
2026-08-29 22:29:42,14298,75,288,14660,5023,4027,692,2597,59,14807,20437,-107,-1598,-147,20659
2026-08-29 23:00:51,14291,111,288,14681,5049,4024,698,2589,59,14817,20433,-168,-1580,-136,20659
2026-08-29 23:29:41,14384,138,287,14808,5008,4036,694,2592,60,14786,20430,-139,-1587,23,20659
2026-08-30 00:00:46,14365,148,288,14798,5018,4038,686,2585,60,14810,20430,-136,-1591,-11,20659
2026-08-30 00:29:41,14340,126,288,14759,5020,4053,687,2593,60,14822,20428,-132,-1593,-64,20659
2026-08-30 01:00:50,14358,139,288,14781,5043,4031,701,2594,60,14854,20427,-120,-1596,-72,20659
2026-08-30 01:29:43,14269,165,288,14722,5039,4038,702,2589,60,14843,20427,-100,-1599,-121,20659
2026-08-30 02:00:51,14288,137,288,14711,5024,4035,707,2587,60,14853,20428,-81,-1599,-142,20659
2026-08-30 02:29:48,14274,135,287,14697,5016,4042,712,2599,60,14850,20429,-47,-1598,-153,20659
2026-08-30 03:00:47,14301,171,289,14759,5011,4022,711,2594,60,14711,20426,-44,-1604,48,20659
2026-08-30 03:29:42,14288,176,288,14752,4989,4033,710,2600,60,14806,20427,-23,-1604,-54,20659
2026-08-30 04:00:51,14194,176,287,14656,4976,4037,714,2592,94,14854,20429,-5,-1607,-198,20659
2026-08-30 04:29:46,14215,172,288,14675,5009,4026,711,2600,94,14874,20426,-6,-1612,-199,20659
2026-08-30 05:00:45,14242,158,289,14694,5041,4042,698,2597,93,14886,20418,-53,-1607,-192,20659
2026-08-30 05:29:44,14201,112,288,14602,5059,4023,711,2591,94,14887,20421,-38,-1600,-286,20659
2026-08-30 06:00:47,14266,153,288,14707,5055,4021,701,2596,94,14900,20420,-49,-1600,-193,20659
2026-08-30 06:29:41,14225,141,287,14653,5054,4036,701,2600,94,14887,20419,-64,-1597,-234,20659
2026-08-30 07:00:49,14290,157,288,14735,5035,4033,700,2588,94,14881,20416,-58,-1594,-146,20659
2026-08-30 07:29:45,14305,149,288,14724,5025,4036,708,2587,94,14868,20417,-58,-1591,-144,20659
2026-08-30 08:00:50,14336,140,288,14772,5023,4039,713,2584,94,14892,20414,-90,-1603,-120,20659
2026-08-30 08:29:44,14338,79,287,14704,5039,4049,715,2589,95,14921,20424,-13,-1600,-217,20659
2026-08-30 09:00:45,14236,151,288,14683,5025,4046,706,2593,94,14855,20420,13,-1596,-172,20659
2026-08-30 09:29:44,14103,79,287,14468,4941,4052,685,2585,160,14736,20410,-64,-1502,-267,20659
2026-08-30 10:00:48,13731,111,275,14109,4954,4075,663,2586,203,14464,20398,-128,-1190,-355,20659
2026-08-30 10:29:42,13704,113,241,14059,4940,4096,618,2571,187,14299,20386,-193,-1093,-240,20659
2026-08-30 11:00:44,13746,107,240,14095,4944,4083,619,2542,179,14246,20379,-225,-1062,-151,20659
2026-08-30 11:29:41,13740,116,240,14096,4939,4053,618,2535,190,14169,20374,-258,-1051,-72,20659
2026-08-30 12:00:50,13664,162,238,14068,4932,4054,617,2535,205,14190,20356,-352,-1046,-123,20659
2026-08-30 12:29:47,13662,172,238,14071,4881,4057,622,2534,249,14188,20363,-370,-1038,-117,20659
2026-08-30 13:00:49,13599,174,239,14012,4935,4041,623,2538,250,14160,20362,-348,-966,-148,20659
2026-08-30 13:29:42,13734,178,237,14148,4898,4046,624,2538,200,14113,20361,-294,-1014,36,20659
2026-08-30 14:00:47,13728,172,238,14139,4924,4067,628,2535,200,14169,20360,-232,-1022,-31,20659
2026-08-30 14:29:42,13911,164,238,14313,4889,4066,627,2536,202,14134,20360,-160,-1020,179,20659
2026-08-30 15:00:46,14134,163,238,14536,4974,4063,628,2525,208,14178,20363,-96,-1010,358,20659
