Timestamp,NGTL-Field Receipts,Groundbirch East Receipt,Gordondale Receipt,Total Receipts,Intraprovincial Demand,Empress Border Flow,Mcneil Border Flow,Alberta-BC Border Flow,Willow Valley Interconnect,Total Deliveries,Current Linepack,Linepack 4Hr Roc,Net Storage Flow,Flow Differential,Linepack Target
2026-08-30 15:29:42,14229,165,237,14631,4930,4055,627,2518,213,14147,20373,-5,-1009,484,20659
2026-08-30 16:00:47,14272,163,237,14673,4896,4052,627,2519,215,14119,20386,180,-1013,553,20659
2026-08-30 16:29:42,13882,168,238,14289,4918,4037,632,2519,121,14023,20397,206,-1008,266,20659
2026-08-30 17:00:50,13890,166,239,14296,4931,4032,628,2515,121,14032,20406,265,-1012,264,20659
2026-08-30 17:29:42,13844,162,239,14245,4918,4024,631,2517,120,14000,20413,308,-1010,245,20659
2026-08-30 18:00:49,13840,168,239,14249,4952,4018,633,2536,120,14080,20420,360,-1008,169,20659
2026-08-30 18:29:43,13822,162,239,14223,4982,4020,635,2531,119,14103,20425,389,-1018,120,20659
2026-08-30 19:00:50,13864,168,239,14270,4967,4015,640,2534,119,14080,20431,410,-1013,190,20659
2026-08-30 19:29:47,13884,162,239,14284,5004,4030,645,2526,119,14129,20437,382,-1011,155,20659
2026-08-30 20:00:54,13839,164,239,14242,5016,4021,655,2514,118,14134,20441,333,-1013,108,20659
2026-08-30 20:29:43,13853,162,239,14255,5024,4016,654,2524,116,14142,20446,297,-1016,113,20659
2026-08-30 21:01:02,13833,163,239,14236,4983,4018,654,2533,116,14115,20450,260,-1009,121,20659
2026-08-30 21:29:55,13822,167,239,14228,4988,4001,657,2531,115,14102,20451,230,-1012,126,20659
2026-08-30 22:00:59,13858,199,240,14296,4988,4011,659,2533,115,14089,20454,205,-1008,207,20659
2026-08-30 22:29:41,13910,203,239,14352,4940,3973,670,2538,114,14041,20458,202,-1009,312,20659
2026-08-30 23:00:45,13898,203,240,14343,4954,3998,674,2546,113,14084,20465,202,-1016,259,20659
2026-08-30 23:29:43,13902,197,239,14337,4967,3993,675,2554,112,14107,20472,214,-1015,230,20659
2026-08-31 00:01:05,13893,199,239,14331,4953,3990,671,2547,110,14084,20482,242,-1027,247,20659
2026-08-31 00:29:42,13895,202,240,14337,4945,3991,675,2547,109,14094,20494,282,-1028,243,20659
2026-08-31 01:00:44,13963,204,239,14404,4933,4001,677,2538,108,14081,20502,312,-1031,323,20659
2026-08-31 01:29:43,13957,202,240,14399,4959,3997,676,2540,108,14098,20511,359,-1036,301,20659
2026-08-31 02:00:47,13914,202,239,14353,4934,3990,674,2539,106,14080,20521,405,-1036,274,20659
2026-08-31 02:29:43,13950,198,239,14387,4972,3984,674,2543,105,14099,20532,442,-1037,288,20659
2026-08-31 03:00:51,13965,201,239,14404,4970,3993,673,2543,103,14110,20542,466,-1036,295,20659
2026-08-31 03:29:44,13966,204,238,14408,4930,4003,672,2551,103,14118,20552,475,-1038,290,20659
2026-08-31 04:00:48,13921,202,238,14362,4927,3987,674,2547,103,14094,20562,484,-1045,268,20659
2026-08-31 04:29:47,13956,204,238,14398,4923,3981,672,2538,103,14064,20573,479,-1043,334,20659
2026-08-31 05:00:47,13938,204,239,14382,4937,3980,675,2542,103,14091,20585,500,-1045,290,20659
2026-08-31 05:29:42,13953,203,240,14396,4981,3985,673,2542,110,14134,20594,500,-1047,263,20659
2026-08-31 06:00:46,13878,205,240,14322,4969,3984,669,2549,204,14212,20602,483,-1046,110,20659
2026-08-31 06:29:42,13860,200,240,14300,4985,3992,674,2543,288,14319,20605,438,-1043,-19,20659
2026-08-31 07:00:52,13847,206,240,14294,4985,3996,674,2540,286,14318,20606,381,-1038,-25,20659
2026-08-31 07:29:45,13913,203,240,14356,5066,4000,672,2541,282,14388,20607,333,-1038,-33,20659
2026-08-31 08:00:50,13850,201,213,14290,4999,3999,677,2541,289,14344,20604,254,-1044,-54,20659
2026-08-31 08:29:44,13834,202,194,14229,5002,4005,672,2544,286,14375,20600,159,-1088,-146,20659
2026-08-31 09:00:47,13798,203,149,14146,4997,4056,672,2556,286,14510,20590,29,-1155,-364,20659
2026-08-31 09:29:42,13899,201,136,14236,5032,4046,667,2564,295,14637,20580,-90,-1242,-401,20659
2026-08-31 10:00:46,13678,201,136,14015,5024,4030,659,2559,249,14524,20580,-130,-1233,-509,20659
2026-08-31 10:29:43,13453,78,136,13667,5026,4011,664,2556,248,14519,20565,-239,-1227,-852,20659
2026-08-31 11:00:55,13460,80,135,13677,5026,4002,679,2547,246,14513,20542,-386,-1220,-836,20659
2026-08-31 11:29:42,13615,80,142,13838,4999,3987,677,2586,251,14390,20526,-487,-1226,-552,20659
2026-08-31 12:00:49,13735,153,142,14030,4944,4027,678,2555,257,14485,20504,-605,-1293,-454,20659
