cohort,age_months,rate_mmcfd,floor
2022,13,1.7650875638333337,2.5
2022,14,1.6804926206896553,2.5
2022,15,1.5977053790322582,2.5
2022,16,1.5364172867741939,2.5
2022,17,1.5122931696666666,2.5
2022,18,1.4162333883870968,2.5
2022,19,1.3871196459247312,2.5
2022,20,1.3096057780645163,2.5
2022,21,1.265519362258065,2.5
2022,22,1.2308312133870971,2.5
2022,23,1.18657392,2.5
2022,24,1.1399812996774197,2.5
2023,0,1.1061068535714287,2.5
2023,1,3.8364600361117516,2.5
2023,2,4.195329400806452,2.5
2023,3,3.727231153666667,2.5
2023,4,3.368888427689656,2.5
2023,5,3.078074819354839,2.5
2023,6,2.778290989150538,2.5
2023,7,2.575801448908046,2.5
2023,8,2.383286576451613,2.5
2023,9,2.221765492666667,2.5
2023,10,2.059530520322581,2.5
2023,11,1.9610841488333337,2.5
2023,12,1.8650718335483873,2.5
2023,13,1.7434069961290326,2.5
2023,14,1.6455473043333335,2.5
2023,15,1.6137678716129031,2.5
2023,16,1.5455345550215056,2.5
2023,17,1.4533176206666667,2.5
2023,18,1.4043479033333335,2.5
2023,19,1.3437831928333335,2.5
2023,20,1.2969608370967745,2.5
2023,21,1.247178501935484,2.5
2023,22,1.2124333938709677,2.5
2023,23,1.1514946513333335,2.5
2023,24,1.11895115171659,2.5
2024,0,1.3705521151612903,2.5
2024,1,4.15690551448276,2.5
2024,2,4.538077279470047,2.5
2024,3,4.34601494733871,2.5
2024,4,4.129473181225807,2.5
2024,5,3.699450256333334,2.5
2024,6,3.36268255052381,2.5
2024,7,3.157857561758065,2.5
2024,8,2.9152778496344087,2.5
2024,9,2.7417877406451616,2.5
2024,10,2.556328606451613,2.5
2024,11,2.314650748225807,2.5
2024,12,2.279917032,2.5
2024,13,2.2086990536666673,2.5
2024,14,2.0384233418333335,2.5
2024,15,1.984127939903226,2.5
2024,16,1.8517262945000001,2.5
2024,17,1.8019610470967744,2.5
2024,18,1.7486472419354842,2.5
2024,19,1.6496521635483872,2.5
2024,20,1.6562594300000002,2.5
2024,21,1.571902864354839,2.5
2024,22,1.5039505464516132,2.5
2024,23,1.4108222650000002,2.5
2024,24,1.502626245201613,2.5
2025,0,1.1030318708225808,2.5
2025,1,3.9731315867741936,2.5
2025,2,4.167362436774194,2.5
2025,3,3.908866427333334,2.5
2025,4,3.646470611774194,2.5
2025,5,3.3725538500000005,2.5
2025,6,3.0953904141935484,2.5
2025,7,2.827910041290323,2.5
2025,8,2.633451354516129,2.5
2025,9,2.388921739333334,2.5
2025,10,2.3003995580000005,2.5
2025,11,2.00023599983871,2.5
2025,12,1.866499610666667,2.5
2025,13,1.8130566980000002,2.5
2025,14,1.56444121,2.5
2025,15,1.6015805028333334,2.5
2025,16,1.6953353354139789,2.5
2025,17,1.512646316666667,2.5
2026,0,1.3967533441935487,2.5
2026,1,4.464408699642857,2.5
2026,2,4.275470986129032,2.5
